run,type,module,name,attrname,attrvalue,value
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:933:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:932:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:932:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:931:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:931:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:930:mean,,,5.070473440485
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:930:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:929:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:929:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:928:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:928:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:927:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:927:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:926:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:926:mean,title,Conditional queuing time template of class queuingTimeInterval,
Net2-0-20211222-14:57:24-1709,scalar,Net.mg1,queuingTimeInterval:925:mean,,,NaN
Net2-0-20211222-14:57:24-1709,attr,Net.mg1,queuingTimeInterval:925:mean,title,Conditional queuing time template of class queuingTimeInterval,
